indice_tiempo,agricultura_ganaderia_caza_silvicultura,pesca,explotacion_minas_canteras,industria_manufacturera,suministro_electricidad_gas_agua,construccion,sectores_productores_bienes,comercio_mayorista_minorista_reparaciones,hoteles_restaurantes,transporte_almacenamiento_comunicaciones,intermediacion_financiera,actividades_inmobiliarias_empresariales_alquiler,admin_publica_planes_seguridad_social_afiliacion_obligatoria,ensenianza,servicios_sociales_salud,otras_actividades_servicios_comunitarias_sociales_personales,hogares_privs_servicio_domestico,sectores_productores_servicios,valor_agregado_bruto_precios_basicos,impuesto_valor_agregado,derechos_importacion,impuestos_productos_netos_subsidios,producto_interno_bruto_precios_mercado
2020-10-01,1707066.6393182853,80359.64510756469,995090.6590530784,4914907.395456576,398249.7590101062,1146438.9570165724,9242113.054962182,5555403.868020195,315132.5475102113,1464059.3415619808,1058285.3913371658,3254864.2535833395,2102860.4427537476,1668396.7995357485,1374057.1358608478,727224.6010688691,165395.59990539576,17685679.9811375,26927793.03609968,2337489.0799516807,260727.55395764008,2751517.376037083,32277527.046046086
2021-01-01,2068403.8093809523,90789.36433833027,1199685.3807069873,5621756.906179523,360301.5907383678,1498146.2250795576,10839083.276423717,6115142.267395945,526198.2631061118,1789293.174281274,1153543.0336536325,3465215.783452569,2139141.847600745,1732953.2543930933,1603542.7527694278,838119.5896864823,184886.28883723496,19548036.255176518,30387119.531600237,2769460.528483081,301355.2757688401,3327174.4578680303,36785109.793720186
2021-04-01,5487926.133555476,183231.49551218736,1390155.2452691856,7086394.625422057,441416.503474102,1442322.1274128226,16031446.13064583,7336418.403239733,482541.6900786468,2157407.369920344,1308351.1280823823,4058402.8993308204,2656703.679275171,2050495.742411733,2075891.6809032895,864896.2869624317,204211.41382391518,23195320.294028465,39226766.4246743,3008870.680092961,340861.9958096,3763782.3753519165,46340281.47592878
2021-07-01,2504711.882534676,234895.30182476828,1730272.6061625415,7777772.534039737,506725.76623403106,1838564.4253605807,14592942.516156334,8095402.8269077325,632309.5919174209,2243398.474108966,1324241.439296649,4493699.047594717,2913205.527095758,2175897.2581763435,2168617.4194037444,989986.532709657,256864.87334810532,25293622.990559094,39886565.506715424,3404646.07744968,389399.88355644,3781917.521378002,47462528.98909955
2021-10-01,2804942.571903938,104955.22449438275,1976845.649595721,8277906.886825112,467189.8934147046,1829491.9848706354,15461332.211104492,9026400.87358714,703865.1108104854,2608306.960000268,1623245.3780433272,5306247.649849204,3857349.7053238405,2738941.6273369202,2295998.4739747914,1204711.2891713728,275574.7869730563,29640641.855070405,45101974.0661749,3791455.5562734804,452425.06942864,4942559.090589673,54288413.782466695
2022-01-01,3348896.7753892867,126708.43499880587,1714203.736653061,9215672.894315932,512810.5444172051,2414316.743885632,17332609.12965992,9870028.827692732,1289246.0023290017,2919417.229658142,1708517.0110132617,5608984.465099499,3971795.354458128,2862587.2914609187,2706532.4032653766,1359472.3488212652,336318.6905890504,32632899.624387372,49965508.7540473,4316211.871454282,500555.9139226801,5563048.887171185,60345325.42659544
2022-04-01,8205892.326922721,288646.2825434968,2394494.5839387723,12383267.88985795,651870.5541474941,2650846.3448799457,26575017.98229038,12420971.024935963,1290645.051071624,3776503.8472892693,2093315.4224067617,7049234.226179373,4724551.6093758065,3577490.9808222773,3502029.5229678135,1559698.1302639085,373115.61532843567,40367555.43064124,66942573.41293162,5222931.414218201,570545.6253526,5940912.830738491,78676963.28324091
2022-07-01,4614023.550849318,328061.21965693595,2646791.0585185625,15925739.541602777,770900.3970425698,3533575.8416608656,27819091.609331027,15491598.496376766,1624802.7162695741,3958918.9163922877,2111201.839710771,8273544.391739883,5392119.73092995,3963820.6938301544,3836903.736423761,1950209.1496492957,477781.4715228526,47080901.142845295,74899992.75217631,6284270.97806832,713943.21845752,5965156.993242584,87863363.94194473
2022-10-01,4612829.211011091,143248.59320831465,3528436.4455511603,16853591.422974747,788857.1794398575,3882805.754771636,29809768.606956806,18023401.756642595,1992115.5988488193,4738644.608306229,2152403.9182986408,10162718.910117151,7403105.880680588,5369382.163888096,4460510.925071067,2369442.1356783337,573486.2601596607,57245212.15769119,87054980.76464798,7501904.156661681,771476.24809456,9026168.05828143,104354529.22768565
2023-01-01,5409189.115379445,217126.44188311952,4502319.211831495,18970327.77863196,1245316.8234049538,5459848.843700444,35804128.21483142,20143100.854880977,2972170.2312199874,5580524.597768135,2505824.8941350537,11139164.446166053,8409207.513180653,6136060.111498288,5535810.404150658,2783321.4045589166,717283.3706462163,65922467.82820494,101726596.04303637,9073902.461311845,803139.4765047203,9115918.791826958,120719556.7726799
2023-04-01,9836537.680417586,431279.71852045663,5824591.103746507,27028815.140083183,1470634.7263032224,6052382.444663825,50644240.81373478,26944330.77368445,3023884.3217933737,7072918.092591679,3169547.807351561,14566696.33039462,10991697.695427114,8238395.3714029435,7759044.553535338,3479492.9203633303,816640.1640554428,86062648.03059985,136706888.84433463,12354344.605687685,1067784.8180925199,9086837.146909505,159215855.41502434
2023-07-01,10624559.09325793,687459.6166939753,7404726.152153423,34781242.63427497,2001532.4254569479,8918686.572451824,64418206.49428907,35094222.29824398,4241061.266226002,8771770.331208166,3025560.295854455,18245828.268570527,13805884.038776409,10107085.696219955,9039652.092846353,4520524.753542012,1119625.0557317259,107971214.09721957,172389420.59150863,16688945.4462588,1583869.0952746,15854164.708703276,206516399.84174532
2023-10-01,17373335.73437768,419249.7110491755,11427813.50043727,46405699.54688231,2113149.33635198,10126550.806783652,87865798.63588206,48611384.80861971,5938159.380952361,12116850.144688105,4033511.3238851414,26059800.859798357,19950795.28202052,13931368.46901608,11375307.029974895,6006767.936269863,1457349.4278850192,149481294.66311005,237347093.29899207,21048848.740573324,1920154.7038542405,22865083.342257533,283181180.08567715
2024-01-01,19694701.14225058,1005512.8826866401,19915519.606274724,66719816.3762463,5089447.354539941,13769159.816031389,126194157.17802957,72088487.36466281,10078049.88650421,19988215.29895888,18217374.647375688,32862325.200793784,24281378.09958966,18025921.979724154,17177740.58467344,8804704.85674513,1993181.7551418357,223517379.6741696,349711536.8521992,33369188.284194663,3130462.0911691207,37260847.179625526,423472034.40718853
2024-04-01,41949835.82844576,2024485.3208785532,24083352.352543406,86018283.43527564,7468832.367144824,16207124.590724252,177751913.89501244,87094888.25970772,10251387.924422903,28289276.184069965,22123456.006536786,47531069.9538241,33155866.901661336,25596883.381598968,24907288.474273875,12004474.298691887,2503954.182363398,293458545.56715095,471210459.4621633,39087705.15940002,3179140.1553635593,46461084.0878002,559938388.8647271
2024-07-01,33866600.53517759,2018345.35064253,24239079.613677844,101993912.94105095,9743381.386606013,23640092.230434835,195501412.05758974,107114083.16060132,14595870.107653512,30257366.855223153,20808750.814310994,60019062.56217832,36161899.05660927,28013070.955862254,26972300.889179308,14275810.086004218,3042984.182200853,341261198.6698232,536762610.7274129,47134965.54425635,4183720.4943728405,54780798.528936885,642862095.294979
2024-10-01,34170967.34578169,877120.3022041579,26704350.392152015,99935757.63975726,10921656.494185241,24023995.580226798,196633847.75430715,114936884.24625961,17822822.180314004,33884138.66873147,23625459.62770898,78868110.14006275,44063364.836760335,33590554.09365491,28259985.344606332,16303698.378052345,3510699.895894267,394865717.41204506,591499565.1663522,52518910.946797736,4792039.4629602805,60555427.79117433,709365943.3672845
2025-01-01,28084769.099145774,1370602.0263699181,29485204.437173426,94518333.33238864,12935226.29961481,29514643.944794703,195908779.1394873,110646645.22999422,20803744.535385307,35491803.86285591,27797423.496966157,81616458.45564033,42864049.03705458,33816535.83177782,32942455.624579865,17509022.463197805,3773509.3480561315,407261647.8855082,603170427.0249954,57843151.63406901,5533700.158556322,57437612.95653471,723984891.7741555
2025-04-01,51217907.58916893,1826698.16189701,32016151.93890343,115606773.5137571,13289960.098052876,27938563.098734453,241896054.40051383,124871829.56885518,20424342.964270752,39771518.25028272,32376909.0322165,97127512.39082584,49377865.84511132,39948539.41599907,39417920.04556968,18933314.46510495,3840169.743351807,466089921.7215877,707985976.1221017,56848681.844712265,5813009.044842999,63131718.49044927,833779385.5021062
2025-07-01,46427720.526447184,2739884.8858642573,34827817.845177084,127947072.03964755,16769642.55868785,33682377.450873934,262394515.30669788,133269659.37124051,23748155.307910804,41583944.60925257,34413585.332015604,106165759.10194026,49667426.78852868,40101638.27759867,38245674.234048896,21196710.515046977,4411010.650751082,492803564.18833405,755198079.4950318,63808345.801328026,7520177.012471039,66750407.67439215,893277009.9832231
2025-10-01,54310124.98673378,1606451.7625524804,36441915.10338168,122480557.6541776,16398475.276853256,31687942.393768996,262925467.1774678,142485651.0829068,25298514.50833856,45143813.74783158,39233655.21523056,120027498.06233083,56607417.15339979,44686276.75364109,37592215.45999661,22354639.929682385,4278729.137253462,537708411.0506116,800633878.2280794,66684218.092183255,7959933.107813319,64172174.06169629,939450203.4897723
